"","DATE","WSR_PK","WSR_AV","T_PK","T85","RH85","U85","V85","T70","U70","V70","T50","RH50","U50","V50","SLP","Precp","OzoneDay1hPeak","Oz8h","WSR.vect","T.vect"
"1243",2001-06-07,0.47,0.3,0.656,0.775316455696202,0.84,0.1232,0.2154,0.701149425287356,0.1198,0.2272,0.744588744588745,0.53,0.1764,0.2004,0.293333333333333,0.00871670702179177,"0","0","5","5"
"1244",2001-06-08,0.65,0.36,0.698,0.775316455696202,0.82,0.0408,0.1828,0.697318007662835,0.0678,0.2286,0.722943722943723,0.62,0.167,0.1938,0.333333333333333,1,"0","0","5","7"
"1245",2001-06-09,0.54,0.33,0.596,0.765822784810127,0.86,-0.0506,0.0752,0.662835249042146,0.0404,0.1526,0.787878787878788,0.77,0.134,0.1124,0.333333333333333,0.359322033898305,"0","0","3","5"
"1246",2001-06-10,0.29,0.2,0.69,0.743670886075949,0.96,-0.047,0.094,0.655172413793103,0.0218,0.1196,0.796536796536796,0.88,0.0604,0.0132,0.32,0,"0","0","6","7"
"1247",2001-06-11,0.22,0.09,0.746,0.759493670886076,0.74,-0.0956,-0.1496,0.773946360153257,-0.0132,-0.1168,0.83982683982684,0.04,0.0446,-0.16,0.293333333333333,0,"0","0","4","3"
"1248",2001-06-12,0.43,0.21,0.754,0.746835443037975,0.89,0.0118,-0.0146,0.735632183908046,0.0036,-0.0206,0.701298701298701,0.11,0.031,-0.0168,0.32,0,"0","0","1","3"
"1249",2001-06-13,0.55,0.34,0.734,0.794303797468354,0.67,0.0624,0.1466,0.75095785440613,0.0866,0.0778,0.718614718614719,0.09,-0.0566,-0.0054,0.306666666666667,0,"0","0","6","3"
"1250",2001-06-14,0.47,0.4,0.744,0.800632911392405,0.76,-0.0062,0.2008,0.727969348659004,0.083,0.158,0.783549783549784,0.04,0.0884,0.0014,0.333333333333333,0,"0","0","6","3"
"1251",2001-06-15,0.41,0.21,0.712,0.759493670886076,0.85,0.0696,0.0754,0.701149425287356,0.136,0.1942,0.692640692640693,0.45,0.1422,0.1402,0.466666666666667,0.161259079903148,"1","1","3","8"
"1252",2001-06-16,0.28,0.11,0.738,0.734177215189873,0.73,0.0072,0.0054,0.735632183908046,0.1278,-0.0848,0.701298701298701,0.07,0.128,-0.1192,0.56,0,"1","1","4","3"
"1253",2001-06-17,0.28,0.13,0.732,0.677215189873418,0.85,-0.0364,-0.0682,0.727969348659004,-0.0212,-0.1424,0.692640692640693,0.04,-0.0682,-0.1002,0.586666666666667,0,"0","0","4","6"
"1254",2001-06-18,0.31,0.16,0.734,0.718354430379747,0.61,-0.1054,-0.0138,0.71264367816092,-0.171,-8e-04,0.67965367965368,0.04,-0.08,-0.08,0.546666666666667,0,"0","1","4","6"
"1255",2001-06-19,0.3,0.12,0.732,0.731012658227848,0.84,-0.0632,0.0178,0.662835249042146,-0.1068,0.0698,0.718614718614719,0.05,-0.045,-0.0786,0.506666666666667,0,"1","1","4","3"
"1256",2001-06-20,0.31,0.11,0.716,0.721518987341772,0.7,-0.0322,0.0378,0.632183908045977,-0.074,6e-04,0.696969696969697,0.28,-0.0306,-0.0648,0.56,0,"0","0","1","7"
"1257",2001-06-21,0.35,0.16,0.74,0.734177215189873,0.66,0.069,0.025,0.647509578544061,0.0106,0.0028,0.692640692640693,0.28,0.0132,-0.0282,0.573333333333333,0,"0","0","1","7"
"1258",2001-06-22,0.45,0.21,0.728,0.746835443037975,0.74,0.1044,-0.012,0.597701149425287,0.1474,0.0084,0.662337662337662,0.23,0.152,-0.1042,0.493333333333333,0.00968523002421308,"0","0","3","8"
"1259",2001-06-23,0.3,0.13,0.712,0.689873417721519,0.78,0.0552,-0.0448,0.670498084291188,0.1232,-0.1364,0.727272727272727,0.06,0.0844,-0.157,0.466666666666667,0,"0","0","4","5"
"1260",2001-06-24,0.34,0.17,0.714,0.64873417721519,0.67,-0.0202,-0.0366,0.75095785440613,0.0588,-0.1144,0.718614718614719,0.1,0.0394,-0.1276,0.52,0,"0","0","4","6"
"1261",2001-06-25,0.34,0.19,0.724,0.667721518987342,0.82,-0.0922,0.0012,0.659003831417624,0.0198,-8e-04,0.688311688311688,0.09,-0.0372,-0.087,0.546666666666667,0,"0","0","4","3"
"1262",2001-06-26,0.38,0.13,0.738,0.708860759493671,0.65,-0.0164,0.0382,0.597701149425287,0.0704,0.0212,0.649350649350649,0.29,0.0336,-0.0718,0.56,0.0677966101694915,"0","0","1","7"
"1263",2001-06-27,0.32,0.16,0.746,0.737341772151899,0.73,0.0862,0.0106,0.60536398467433,0.1134,-0.0206,0.584415584415584,0.44,0.0936,-0.0844,0.64,0,"0","0","1","3"
"1264",2001-06-28,0.41,0.16,0.754,0.734177215189873,0.76,0.0698,0.0444,0.555555555555556,0.0866,-0.0362,0.597402597402597,0.67,0.2294,-0.0188,0.64,0.0847457627118644,"0","0","2","7"
"1265",2001-06-29,0.33,0.17,0.712,0.775316455696202,0.52,0.0168,0.0344,0.609195402298851,0.103,0.0018,0.640692640692641,0.45,0.173,-0.0254,0.573333333333333,0.00242130750605327,"0","0","2","7"
"1266",2001-06-30,0.33,0.2,0.734,0.731012658227848,0.84,2e-04,0.0536,0.57088122605364,0.0292,0.067,0.627705627705628,0.65,0.1076,0.04,0.533333333333333,0.00871670702179177,"0","0","6","3"
"1267",2001-07-01,0.41,0.2,0.658,0.746835443037975,0.79,0.038,0.0376,0.624521072796935,0.0314,0.02,0.658008658008658,0.22,0.0458,0.0818,0.48,0.011138014527845,"0","0","4","7"
"1268",2001-07-02,0.31,0.14,0.716,0.765822784810127,0.64,-0.0422,0.0274,0.636015325670498,-0.033,0.0044,0.688311688311688,0.39,-0.0368,0.1064,0.493333333333333,0.138983050847458,"0","0","2","7"
"1269",2001-07-03,0.26,0.14,0.718,0.756329113924051,0.76,-0.0756,-0.009,0.620689655172414,-0.079,-0.007,0.70995670995671,0.91,-0.0818,0.0484,0.573333333333333,0,"0","0","4","7"
"1270",2001-07-04,0.22,0.11,0.728,0.746835443037975,0.82,-0.0036,0.018,0.67816091954023,0.025,-0.0134,0.714285714285714,0.75,0.0926,0.0648,0.6,0.00387409200968523,"0","1","2","7"
"1271",2001-07-05,0.34,0.16,0.774,0.787974683544304,0.76,0.0434,-0.0038,0.701149425287356,0.0426,-0.0264,0.705627705627706,0.82,0.0466,-0.0762,0.546666666666667,0,"0","0","2","3"
"1272",2001-07-06,0.31,0.15,0.77,0.79746835443038,0.89,-0.02,-0.0324,0.697318007662835,0.0174,-0.0208,0.748917748917749,0.45,-0.0214,-0.0832,0.506666666666667,0,"0","0","2","3"
"1273",2001-07-07,0.43,0.14,0.75,0.816455696202532,0.65,-0.0466,0.0508,0.689655172413793,-0.1388,0.0096,0.770562770562771,0.4,-0.1924,-0.0328,0.533333333333333,0,"0","0","1","7"
"1274",2001-07-08,0.35,0.15,0.766,0.787974683544304,0.72,-0.0326,0.0602,0.724137931034483,-0.048,0.0684,0.83982683982684,0.03,-0.1638,0.0194,0.546666666666667,0,"0","0","1","3"
"1275",2001-07-09,0.31,0.18,0.782,0.79746835443038,0.72,0.027,0.0278,0.727969348659004,0.0318,-0.033,0.83982683982684,0.21,-0.0816,-0.0358,0.493333333333333,0,"0","0","6","3"
"1276",2001-07-10,0.36,0.19,0.782,0.787974683544304,0.8,0.035,0.0062,0.766283524904214,0.0068,-0.0208,0.831168831168831,0.15,-0.1186,-0.0978,0.426666666666667,0,"0","0","2","3"
"1277",2001-07-11,0.41,0.18,0.782,0.800632911392405,0.78,0.0148,-0.0234,0.831417624521073,-0.0028,-0.0272,0.835497835497836,0.38,-0.0528,-0.085,0.386666666666667,0,"0","0","1","3"
"1278",2001-07-12,0.36,0.21,0.788,0.832278481012658,0.71,-0.011,0.0224,0.773946360153257,-0.113,-0.0376,0.83982683982684,0.57,-0.1072,-0.1022,0.4,0,"0","0","6","3"
"1279",2001-07-13,0.46,0.24,0.796,0.835443037974683,0.73,0.0276,0.0516,0.766283524904214,-0.1232,-0.064,0.822510822510822,0.32,-0.1152,-0.1746,0.44,0,"0","0","2","3"
"1280",2001-07-14,0.35,0.15,0.752,0.841772151898734,0.67,0.0426,-0.0232,0.739463601532567,0.0162,-0.1996,0.813852813852814,0.61,-0.0518,-0.1052,0.413333333333333,0,"0","0","6","5"
"1281",2001-07-15,0.4,0.16,0.758,0.791139240506329,0.97,0.0366,-0.0588,0.724137931034483,-0.0348,-0.159,0.87012987012987,0.47,-0.0414,-0.1322,0.386666666666667,0,"0","0","1","3"
"1282",2001-07-16,0.37,0.14,0.768,0.784810126582278,0.91,-0.017,-0.0424,0.747126436781609,-0.0254,-0.0698,0.891774891774892,0.23,0.0408,-0.0772,0.4,0,"1","0","1","7"
"1283",2001-07-17,0.38,0.16,0.744,0.778481012658228,0.83,-0.062,0.0568,0.796934865900383,-0.098,-0.0442,0.822510822510822,0.31,0.0352,-0.0968,0.453333333333333,0,"0","0","1","3"
"1284",2001-07-18,0.39,0.14,0.748,0.753164556962025,0.89,-0.0632,0.008,0.766283524904214,-0.117,-0.1074,0.805194805194805,0.5,-0.0516,-0.0856,0.466666666666667,0.0271186440677966,"0","0","2","7"
"1285",2001-07-19,0.23,0.11,0.734,0.765822784810127,0.86,-0.0704,0.0314,0.770114942528736,-0.0068,0.0086,0.852813852813853,0.22,-0.081,0.0714,0.453333333333333,0.00242130750605327,"0","0","1","7"
"1286",2001-07-20,0.36,0.17,0.758,0.794303797468354,0.85,0.0308,0.0084,0.724137931034483,0.0212,0,0.848484848484849,0.25,-0.0976,0.0648,0.466666666666667,0,"0","0","1","7"
"1287",2001-07-21,0.36,0.18,0.81,0.819620253164557,0.79,0.039,-0.0158,0.754789272030651,0.0488,-0.0456,0.826839826839827,0.47,-0.035,-0.0508,0.44,0,"0","0","2","3"
"1288",2001-07-22,0.34,0.17,0.798,0.822784810126582,0.81,0.0036,-0.0172,0.804597701149425,-0.0712,-0.071,0.852813852813853,0.43,-0.1042,-0.1324,0.346666666666667,0,"0","0","6","3"
"1289",2001-07-23,0.41,0.17,0.792,0.819620253164557,0.88,-0.0524,-0.0314,0.743295019157088,-0.092,-0.1252,0.865800865800866,0.42,-0.1434,-0.1004,0.346666666666667,0,"0","0","1","3"
"1290",2001-07-24,0.44,0.16,0.782,0.784810126582278,0.91,-0.0672,0.0032,0.75095785440613,-0.0772,-0.038,0.887445887445887,0.18,-0.201,-0.0446,0.346666666666667,0,"0","0","1","3"
"1291",2001-07-25,0.43,0.17,0.75,0.800632911392405,0.78,-0.0592,0.0154,0.704980842911877,-0.037,0.03,0.874458874458874,0.36,-0.1254,-0.067,0.346666666666667,0,"0","0","1","5"
"1292",2001-07-26,0.25,0.11,0.736,0.79746835443038,0.84,-0.0154,0.0862,0.720306513409962,-0.0238,-0.0216,0.852813852813853,0.55,-0.0104,0.0042,0.4,0.0527845036319613,"0","0","4","7"
"1293",2001-07-27,0.38,0.15,0.658,0.784810126582278,0.8,0.0682,0.063,0.716475095785441,0.0466,0.0036,0.796536796536796,0.92,-0.0444,-0.009,0.466666666666667,0.0121065375302663,"0","0","6","5"
"1294",2001-07-28,0.3,0.16,0.732,0.781645569620253,0.8,0.0682,0.053,0.727969348659004,0.0694,0.089,0.835497835497836,0.73,-0.0532,0.0608,0.52,0.00387409200968523,"0","0","2","7"
"1295",2001-07-29,0.31,0.19,0.738,0.778481012658228,0.82,0.0218,0.0846,0.754789272030651,-0.0042,0.0092,0.80952380952381,0.59,-0.0662,-0.029,0.52,0,"0","0","1","3"
"1296",2001-07-30,0.37,0.24,0.77,0.810126582278481,0.79,0.0672,0.0634,0.731800766283525,0.042,0.0304,0.818181818181818,0.61,-0.1326,0.0072,0.506666666666667,0,"0","0","4","3"
"1297",2001-07-31,0.4,0.21,0.766,0.841772151898734,0.51,-0.0044,0.0764,0.762452107279693,-0.0224,0.0404,0.861471861471861,0.15,-0.0692,0.0404,0.506666666666667,0,"0","0","4","3"
"1298",2001-08-01,0.41,0.13,0.768,0.806962025316456,0.86,-0.056,0.008,0.75095785440613,-0.0296,-0.0662,0.822510822510822,0.5,-0.131,-0.0918,0.546666666666667,0,"0","0","1","3"
"1299",2001-08-02,0.38,0.25,0.762,0.772151898734177,0.71,-0.1078,-0.034,0.754789272030651,-0.1796,-0.0714,0.826839826839827,0.04,-0.2284,-0.0976,0.56,0,"0","0","6","7"
"1300",2001-08-03,0.31,0.19,0.772,0.768987341772152,0.76,-0.1434,-0.0126,0.689655172413793,-0.111,-0.0196,0.835497835497836,0.09,-0.163,-0.0984,0.52,0,"0","0","4","3"
"1301",2001-08-04,0.27,0.15,0.78,0.813291139240506,0.36,-0.1066,-0.086,0.689655172413793,-0.1372,-0.0924,0.87012987012987,0.12,-0.118,-0.0712,0.44,0,"0","0","4","3"
"1302",2001-08-05,0.34,0.17,0.83,0.791139240506329,0.9,-0.028,-0.1022,0.739463601532567,-0.0644,-0.126,0.805194805194805,0.54,0.0052,-0.1182,0.4,0,"0","1","4","3"
"1303",2001-08-06,0.45,0.17,0.784,0.80379746835443,0.81,-0.047,-0.0672,0.689655172413793,-0.0578,-0.1018,0.731601731601731,0.35,-0.0624,-0.087,0.413333333333333,0.0493946731234867,"0","1","5","7"
"1304",2001-08-07,0.34,0.15,0.722,0.794303797468354,0.76,-0.0262,0.0864,0.724137931034483,0.0182,0.0508,0.822510822510822,0.64,0.0322,0.0574,0.493333333333333,0.0062953995157385,"0","0","1","7"
"1305",2001-08-08,0.39,0.21,0.762,0.794303797468354,0.73,0.1026,0.0936,0.708812260536398,0.0554,0.0746,0.787878787878788,0.94,-0.0274,0.0086,0.56,0,"0","0","2","7"
"1306",2001-08-09,0.39,0.2,0.764,0.816455696202532,0.56,0.0842,0.0836,0.727969348659004,0.0496,0.012,0.770562770562771,0.9,-0.033,-0.0098,0.52,0,"0","0","6","7"
"1307",2001-08-10,0.4,0.18,0.762,0.85126582278481,0.35,0.0586,0.0338,0.731800766283525,-0.0236,0.0036,0.74025974025974,0.77,-0.0542,-0.0668,0.506666666666667,0,"0","0","1","7"
"1308",2001-08-11,0.38,0.19,0.796,0.829113924050633,0.6,0.0254,0.0092,0.704980842911877,0.001,-0.0406,0.727272727272727,0.63,-0.018,-0.0792,0.506666666666667,0,"0","0","2","3"
"1309",2001-08-12,0.44,0.25,0.792,0.810126582278481,0.81,0.0426,-0.0022,0.724137931034483,0.0318,-0.0642,0.783549783549784,0.44,0.023,-0.1216,0.506666666666667,0,"0","0","6","3"
"1310",2001-08-13,0.45,0.23,0.732,0.835443037974683,0.8,0.0302,-0.082,0.708812260536398,0.0286,-0.0986,0.783549783549784,0.86,-0.0088,-0.1108,0.52,0,"0","0","3","1"
"1311",2001-08-14,0.39,0.15,0.784,0.784810126582278,0.88,0.004,-0.1106,0.716475095785441,-0.0152,-0.122,0.80952380952381,0.86,-0.09,-0.1198,0.48,0,"0","0","2","6"
"1312",2001-08-15,0.36,0.18,0.768,0.79746835443038,0.83,-0.0492,-0.0458,0.708812260536398,-0.0224,-0.037,0.874458874458874,0.38,-0.0376,0.0218,0.4,0,"0","0","6","3"
"1313",2001-08-16,0.41,0.23,0.786,0.810126582278481,0.86,0.0572,-0.002,0.766283524904214,0.0312,-0.0128,0.835497835497836,0.41,0.0508,0.0772,0.413333333333333,0,"0","0","2","7"
"1314",2001-08-17,0.39,0.21,0.784,0.832278481012658,0.64,0.0744,0.0218,0.766283524904214,0.1072,0,0.80952380952381,0.15,0.1014,0.1216,0.52,0.00968523002421308,"0","0","1","3"
"1315",2001-08-18,0.38,0.24,0.812,0.854430379746835,0.54,0.0772,-0.0042,0.735632183908046,0.1218,-0.039,0.727272727272727,0.47,0.1806,0.0534,0.52,0,"0","0","2","3"
"1316",2001-08-19,0.34,0.2,0.722,0.873417721518987,0.51,0.0646,0.0044,0.720306513409962,0.1106,-0.0516,0.714285714285714,0.37,0.258,-0.0054,0.453333333333333,0,"0","0","3","3"
"1317",2001-08-20,0.42,0.16,0.8,0.84493670886076,0.58,0.0378,0.0212,0.670498084291188,0.0876,0.0036,0.714285714285714,0.46,0.1318,-0.0476,0.466666666666667,0,"0","0","4","3"
"1318",2001-08-21,0.49,0.22,0.77,0.85126582278481,0.53,-0.062,0.0614,0.674329501915709,0.006,0,0.783549783549784,0.1,-0.033,-0.1106,0.493333333333333,0,"0","0","6","3"
"1319",2001-08-22,0.46,0.24,0.778,0.838607594936709,0.49,-0.0594,0.103,0.685823754789272,-0.114,0.056,0.844155844155844,0.11,-0.0656,-0.058,0.52,0,"0","1","6","3"
"1320",2001-08-23,0.4,0.15,0.764,0.794303797468354,0.81,-0.0772,0.027,0.720306513409962,-0.088,0.0536,0.865800865800866,0.09,-0.0492,-0.0492,0.52,0,"0","0","1","3"
"1321",2001-08-24,0.37,0.15,0.766,0.753164556962025,0.74,-0.0946,0.0206,0.796934865900383,-0.109,0.0256,0.909090909090909,0.09,0.0188,-0.0048,0.493333333333333,0,"1","1","4","3"
"1322",2001-08-25,0.44,0.15,0.772,0.756329113924051,0.84,0.0328,0.0512,0.823754789272031,0.026,0.0224,0.822510822510822,0.03,0.0802,-0.015,0.453333333333333,0.00387409200968523,"0","0","1","7"
"1323",2001-08-26,0.41,0.12,0.736,0.791139240506329,0.78,0.0758,0.0384,0.758620689655172,0.072,0.0342,0.744588744588745,0.17,0.0818,0.004,0.466666666666667,0.194188861985472,"0","0","2","7"
"1324",2001-08-27,0.3,0.14,0.714,0.79746835443038,0.8,0.0306,0.0406,0.716475095785441,0.0494,0.0284,0.696969696969697,0.56,0.1146,0.0088,0.453333333333333,0.00871670702179177,"0","0","2","7"
"1325",2001-08-28,0.26,0.17,0.608,0.753164556962025,0.88,0.0846,0.0194,0.64367816091954,0.0804,0.0396,0.766233766233766,0.86,0.1998,0.0622,0.466666666666667,0.0319612590799032,"0","0","2","5"
"1326",2001-08-29,0.35,0.21,0.588,0.759493670886076,0.84,0.0332,0.0332,0.636015325670498,0.0388,0.0934,0.770562770562771,0.99,0.0734,0.0734,0.453333333333333,0.0368038740920097,"0","0","6","5"
"1327",2001-08-30,0.39,0.23,0.622,0.724683544303797,0.88,0.0548,0.2752,0.670498084291188,0.0246,0.1246,0.800865800865801,1,0.0866,-0.0074,0.453333333333333,0.115738498789346,"0","0","5","5"
"1328",2001-08-31,0.24,0.14,0.592,0.756329113924051,0.98,0.0122,0.2314,0.685823754789272,0.1748,0.2902,0.80952380952381,1,0.1718,0.1474,0.4,0.137530266343826,"0","0","2","1"
"1329",2001-09-01,0.32,0.18,0.674,0.775316455696202,0.94,0.1194,0.1916,0.71264367816092,0.1758,0.2278,0.796536796536796,0.68,0.1834,0.1226,0.373333333333333,0.221307506053269,"0","0","3","5"
"1330",2001-09-02,0.48,0.19,0.678,0.787974683544304,0.88,0.1372,0.1408,0.716475095785441,0.1618,0.138,0.80952380952381,0.77,0.2316,0.0672,0.333333333333333,0.0493946731234867,"0","0","5","7"
"1331",2001-09-03,0.34,0.18,0.722,0.79746835443038,0.77,0.1584,0.1144,0.720306513409962,0.1162,0.0608,0.813852813852814,0.28,0.0614,-0.0376,0.346666666666667,0.0566585956416465,"0","0","2","7"
"1332",2001-09-04,0.29,0.14,0.696,0.791139240506329,0.75,0.0928,0.0946,0.704980842911877,0.1132,0.0856,0.787878787878788,0.6,0.0642,0.0562,0.36,0.0416464891041162,"0","0","6","7"
"1333",2001-09-05,0.32,0.13,0.704,0.794303797468354,0.79,0.0486,0.0752,0.689655172413793,0.0104,0.0794,0.770562770562771,0.24,0.0394,0.1054,0.44,0.225181598062954,"0","0","2","7"
"1334",2001-09-06,0.39,0.2,0.746,0.80379746835443,0.75,-0.03,0.0772,0.71264367816092,-0.0018,0.098,0.770562770562771,0.28,0.0372,0.1386,0.466666666666667,0,"0","0","6","3"
"1335",2001-09-07,0.49,0.27,0.754,0.810126582278481,0.65,0,0.138,0.739463601532567,0.016,0.1168,0.753246753246753,0.27,0.1172,0.1298,0.4,0,"0","0","6","3"
"1336",2001-09-08,0.42,0.29,0.758,0.816455696202532,0.75,0.0892,0.1794,0.781609195402299,0.1156,0.1098,0.766233766233766,0.26,0.1126,0.1198,0.333333333333333,0,"0","0","6","3"
"1337",2001-09-09,0.38,0.22,0.652,0.79746835443038,0.83,0.051,0.128,0.75095785440613,0.106,0.0972,0.714285714285714,0.45,0.1566,0.0832,0.36,0.0837772397094431,"0","0","2","8"
"1338",2001-09-10,0.33,0.19,0.626,0.791139240506329,0.62,-0.0116,-0.0558,0.720306513409962,0.1206,0.014,0.792207792207792,0.62,0.1572,0.0232,0.493333333333333,0,"0","0","6","2"
"1339",2001-09-11,0.34,0.25,0.698,0.737341772151899,0.8,-0.0474,-0.0378,0.689655172413793,0.0242,-0.0192,0.844155844155844,0.5,0.0966,-0.0464,0.56,0,"0","0","6","5"
"1340",2001-09-12,0.26,0.15,0.72,0.753164556962025,0.8,-0.0616,-0.0458,0.666666666666667,-0.0606,-0.0026,0.904761904761905,0.2,0.0674,-0.1024,0.48,0,"0","0","4","5"
"1341",2001-09-13,0.32,0.16,0.748,0.794303797468354,0.76,-0.116,-0.067,0.708812260536398,-0.098,-0.0758,0.813852813852814,0.15,0.0602,-0.2386,0.426666666666667,0,"0","0","4","5"
"1342",2001-09-14,0.28,0.16,0.738,0.740506329113924,0.77,-0.076,-0.1808,0.659003831417624,-0.1374,-0.1386,0.835497835497836,0.03,-0.104,-0.1928,0.44,0,"0","0","4","5"
"1343",2001-09-15,0.16,0.08,0.726,0.737341772151899,0.63,-0.1222,-0.082,0.670498084291188,-0.083,-0.0982,0.835497835497836,0.06,0.086,-0.0782,0.44,0,"0","1","4","6"
"1344",2001-09-16,0.25,0.11,0.708,0.718354430379747,0.81,0.0084,-0.0384,0.601532567049808,0.0444,-2e-04,0.783549783549784,0.56,0.1326,-0.0558,0.44,0,"1","1","1","3"
"1345",2001-09-17,0.47,0.19,0.722,0.699367088607595,0.88,0.0276,0.0228,0.659003831417624,-0.005,-0.0158,0.779220779220779,0.62,0.1086,-0.024,0.466666666666667,0,"0","0","1","5"
"1346",2001-09-18,0.43,0.2,0.736,0.743670886075949,0.71,-0.014,0.1144,0.662835249042146,0.0254,0.0588,0.722943722943723,0.56,0.1688,0,0.453333333333333,0.011138014527845,"0","0","1","7"
"1347",2001-09-19,0.28,0.14,0.77,0.737341772151899,0.91,0.0634,0.0756,0.666666666666667,0.114,0.0306,0.787878787878788,0.48,0.1836,0,0.4,0,"0","0","2","3"
"1348",2001-09-20,0.37,0.15,0.776,0.800632911392405,0.81,0.0518,-0.0646,0.701149425287356,0.0746,-0.1264,0.813852813852814,0.04,0.1066,-0.0616,0.413333333333333,0.0726392251815981,"0","0","2","6"
"1349",2001-09-21,0.44,0.15,0.738,0.813291139240506,0.69,0.0218,-0.0224,0.659003831417624,0.0674,-0.0346,0.779220779220779,0.05,0.1674,0.0098,0.466666666666667,0.061501210653753,"0","0","1","7"
"1350",2001-09-22,0.25,0.12,0.686,0.765822784810127,0.8,0.0302,0.0024,0.60536398467433,0.0478,0.084,0.701298701298701,0.6,0.1108,0.0914,0.48,0.195641646489104,"0","0","3","2"
"1351",2001-09-23,0.25,0.11,0.622,0.743670886075949,0.75,-0.0232,0.0736,0.613026819923372,0.083,0.0256,0.666666666666667,0.83,0.1154,0.043,0.44,0.0653753026634383,"0","0","2","2"
"1352",2001-09-24,0.38,0.25,0.532,0.686708860759494,0.79,0.059,0.0244,0.590038314176245,0.0854,0.0172,0.666666666666667,0.49,0.1418,-0.1014,0.44,0,"0","0","6","5"
"1353",2001-09-25,0.31,0.2,0.56,0.642405063291139,0.76,-0.0148,-0.0902,0.704980842911877,-0.0206,-0.1474,0.675324675324675,0.06,0.0018,-0.1488,0.533333333333333,0,"0","0","3","4"
"1354",2001-09-26,0.33,0.15,0.576,0.683544303797468,0.03,-0.0484,-0.048,0.685823754789272,0.0534,-0.0374,0.640692640692641,0.12,0.0978,-0.081,0.573333333333333,0,"0","0","4","6"
"1355",2001-09-27,0.27,0.11,0.606,0.680379746835443,0.04,-0.0204,-0.0728,0.697318007662835,0.0392,-0.059,0.658008658008658,0.13,0.0802,-0.0668,0.56,0,"0","0","4","6"
"1356",2001-09-28,0.31,0.14,0.624,0.705696202531645,0.06,-0.0516,-0.116,0.586206896551724,0.0106,-0.1212,0.627705627705628,0.04,0.1292,-0.0834,0.48,0,"0","0","4","6"
"1357",2001-09-29,0.4,0.2,0.632,0.613924050632911,0.39,-0.1354,-0.164,0.521072796934866,0,-0.175,0.523809523809524,0.08,0.0596,-0.167,0.466666666666667,0,"0","0","6","5"
"1358",2001-09-30,0.27,0.15,0.586,0.594936708860759,0.32,-0.047,-0.096,0.597701149425287,-0.1098,-0.1068,0.519480519480519,0.06,-0.0772,-0.1898,0.533333333333333,0,"0","0","4","6"
"1359",2001-10-01,0.19,0.09,0.616,0.607594936708861,0.2,-0.0524,-0.0982,0.609195402298851,-0.0906,-0.1996,0.61038961038961,0.04,0.01,-0.1672,0.6,0,"0","0","4","6"
"1360",2001-10-02,0.3,0.12,0.632,0.626582278481013,0.23,-0.04,-0.0502,0.601532567049808,-0.034,-0.0288,0.588744588744589,0.03,-0.0084,-0.0672,0.586666666666667,0,"1","1","4","6"
"1361",2001-10-03,0.45,0.19,0.642,0.670886075949367,0.25,-0.02,0.0908,0.60536398467433,0.0052,0.0762,0.597402597402597,0.27,0.0774,0.0248,0.573333333333333,0,"0","0","4","5"
"1362",2001-10-04,0.41,0.18,0.596,0.607594936708861,0.81,0.0342,0.0896,0.659003831417624,0.0604,0.0134,0.632034632034632,0.49,0.2058,0.0564,0.52,0.0174334140435835,"0","0","2","2"
"1363",2001-10-05,0.48,0.16,0.636,0.708860759493671,0.51,0.0482,0.1256,0.639846743295019,0.0878,0.0802,0.649350649350649,0.81,0.161,0.0926,0.48,0.260532687651332,"0","0","5","2"
"1364",2001-10-06,0.42,0.27,0.45,0.727848101265823,0.73,0.0274,0.13,0.662835249042146,0.2402,0.0386,0.70995670995671,0.77,0.3682,0.1588,0.426666666666667,0.0121065375302663,"0","0","6","1"
"1365",2001-10-07,0.28,0.15,0.534,0.623417721518987,0.78,0.0788,0.0044,0.655172413793103,0.1386,-0.0516,0.670995670995671,0.16,0.2944,-0.052,0.6,0,"0","0","6","4"
"1366",2001-10-08,0.39,0.19,0.616,0.712025316455696,0.35,0.0088,-0.021,0.639846743295019,0.057,-0.0478,0.696969696969697,0.08,0.1738,-0.0134,0.626666666666667,0,"0","0","4","5"
"1367",2001-10-09,0.48,0.27,0.652,0.680379746835443,0.68,-0.0398,0.1194,0.639846743295019,0.03,0.023,0.770562770562771,0.02,0.0888,0.0874,0.6,0.00387409200968523,"0","0","4","5"
"1368",2001-10-10,0.48,0.25,0.708,0.699367088607595,0.95,-0.0328,0.1864,0.704980842911877,-0.02,0.0296,0.675324675324675,0.51,0.1882,0.0304,0.546666666666667,0,"0","0","6","7"
"1369",2001-10-11,0.4,0.16,0.612,0.743670886075949,0.93,-0.0162,0.1302,0.647509578544061,0.108,0.1692,0.688311688311688,0.56,0.276,0.183,0.466666666666667,0.371428571428571,"0","0","4","8"
"1370",2001-10-12,0.42,0.23,0.642,0.746835443037975,0.84,0.1956,0.0786,0.64367816091954,0.2372,0.1112,0.744588744588745,0.23,0.2892,0.1546,0.36,0.252300242130751,"0","0","6","7"
"1371",2001-10-13,0.58,0.3,0.622,0.746835443037975,0.99,0.0946,0.3894,0.662835249042146,0.18,0.386,0.675324675324675,0.25,0.308,0.3384,0.16,0.193220338983051,"0","0","5","8"
"1372",2001-10-14,0.24,0.12,0.612,0.591772151898734,0.56,0.172,-0.028,0.513409961685824,0.2234,-0.0666,0.718614718614719,0.04,0.5016,0.2128,0.28,0,"0","0","4","4"
